Rank,Name,Platform,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
2710,Syphon Filter: The Omega Strain,PlayStation 2,2004,Shooter,Sony Computer Entertainment,0.37,0.29,0,0.1,0.76
2711,FIFA Soccer 11,PlayStation 2,2010,Sports,Electronic Arts,0.11,0.29,0,0.36,0.76
2719,Marvel vs. Capcom 2: New Age of Heroes,PlayStation 2,2002,Fighting,Capcom,0.31,0.24,0.13,0.08,0.76
2723,True Crime: New York City,PlayStation 2,2005,Action,Activision,0.57,0.02,0.07,0.09,0.76
2724,Legends of Wrestling,PlayStation 2,2001,Fighting,Acclaim Entertainment,0.37,0.29,0,0.1,0.76
2733,Wall-E,PlayStation 2,2008,Platform,THQ,0.21,0,0,0.54,0.75
2743,Shark Tale,PlayStation 2,2004,Action,Activision,0.37,0.29,0,0.1,0.75
2746,Zone of the Enders,PlayStation 2,2001,Shooter,Konami Digital Entertainment,0.3,0.24,0.13,0.08,0.75
2756,Capcom vs. SNK 2: Mark of the Millennium 2001,PlayStation 2,2001,Fighting,Capcom,0.22,0.17,0.3,0.06,0.75
2757,MVP 06 NCAA Baseball,PlayStation 2,2006,Sports,Electronic Arts,0.62,0.02,0,0.1,0.75
2766,Jampack Summer 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.36,0.28,0,0.1,0.74
2768,Burnout,PlayStation 2,2001,Racing,Acclaim Entertainment,0.36,0.28,0,0.1,0.74
2783,Tiger Woods PGA Tour 2001,PlayStation 2,2001,Sports,Electronic Arts,0.36,0.28,0,0.09,0.74
2816,Katamari Damacy,PlayStation 2,2004,Puzzle,Namco Bandai Games,0.47,0.02,0.17,0.08,0.73
2820,Shaun Palmer's Pro Snowboarder,PlayStation 2,2001,Sports,Codemasters,0.36,0.28,0,0.09,0.73
2829,Ultimate Spider-Man,PlayStation 2,2005,Action,Activision,0.6,0.02,0,0.1,0.72
2835,NBA Live 08,PlayStation 2,2007,Sports,Electronic Arts,0.59,0.02,0.01,0.1,0.72
2837,Tiger Woods PGA Tour 07,PlayStation 2,2006,Sports,Electronic Arts,0.6,0.02,0,0.1,0.72
2844,Jampack Winter 2001,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.35,0.28,0,0.09,0.72
2853,Mobile Suit Gundam: Encounters in Space,PlayStation 2,2003,Simulation,Namco Bandai Games,0.05,0.04,0.61,0.01,0.72
2865,Virtua Fighter 4: Evolution,PlayStation 2,2003,Fighting,Sega,0.35,0.27,0,0.09,0.71
2869,Super Trucks Racing,PlayStation 2,2002,Racing,Jester Interactive,0.35,0.27,0,0.09,0.71
2875,Silent Hill 3,PlayStation 2,2003,Action,Konami Digital Entertainment,0.35,0.27,0,0.09,0.71
2883,Power Rangers: Dino Thunder,PlayStation 2,2004,Action,THQ,0.35,0.27,0,0.09,0.71
2913,Kill.Switch,PlayStation 2,2003,Shooter,Sony Computer Entertainment,0.34,0.27,0,0.09,0.7
2917,SplashDown,PlayStation 2,2001,Racing,Atari,0.34,0.27,0,0.09,0.7
2929,NASCAR 2001,PlayStation 2,2000,Racing,Electronic Arts,0.34,0.27,0,0.09,0.7
2933,Mafia,PlayStation 2,2004,Action,Illusion Softworks,0.34,0.27,0,0.09,0.7
2934,Mobile Suit Gundam: Journey to Jaburo,PlayStation 2,2000,Simulation,Namco Bandai Games,0.16,0.13,0.36,0.04,0.7
2936,TimeSplitters 2,PlayStation 2,2002,Shooter,Eidos Interactive,0.34,0.27,0,0.09,0.7
2953,Mortal Kombat: Shaolin Monks,PlayStation 2,2005,Action,Midway Games,0.58,0.02,0,0.09,0.69
2972,Baldur's Gate: Dark Alliance II,PlayStation 2,2004,Role-Playing,Interplay,0.34,0.26,0,0.09,0.68
2987,Prince of Persia: The Two Thrones,PlayStation 2,2005,Action,Ubisoft,0.57,0.02,0,0.09,0.68
3002,Tourist Trophy: The Real Riding Simulator,PlayStation 2,2006,Racing,Sony Computer Entertainment,0.28,0.22,0.11,0.07,0.68
3004,.hack//Mutation Part 2,PlayStation 2,2002,Role-Playing,Atari,0.23,0.18,0.2,0.06,0.68
3007,Midway Arcade Treasures 2,PlayStation 2,2004,Misc,Midway Games,0.33,0.26,0,0.09,0.68
3025,Armored Core 3,PlayStation 2,2002,Simulation,Metro 3D,0.22,0.17,0.23,0.06,0.67
3043,The Fairly Odd Parents: Breakin Da Rules,PlayStation 2,2003,Platform,THQ,0.33,0.25,0,0.09,0.67
3057,Tony Hawk's Proving Ground,PlayStation 2,2007,Sports,Activision,0.55,0.02,0,0.09,0.66
3058,MLB 2004,PlayStation 2,2003,Sports,Sony Computer Entertainment,0.32,0.25,0,0.08,0.66
3059,Naruto Shippuden: Ultimate Ninja 4,PlayStation 2,2007,Fighting,Atari,0.26,0.01,0.13,0.26,0.66
3062,NCAA March Madness 2003,PlayStation 2,2002,Sports,Electronic Arts,0.32,0.25,0,0.08,0.66
3064,Thrillville,PlayStation 2,2006,Strategy,Atari,0.55,0.02,0,0.09,0.66
3066,Jikkyou World Soccer 2000 Final Edition,PlayStation 2,2000,Sports,Konami Digital Entertainment,0,0,0.66,0,0.66
3073,Street Fighter Anniversary Collection,PlayStation 2,2004,Fighting,Capcom,0.32,0.25,0,0.08,0.66
3085,Suikoden IV,PlayStation 2,2004,Role-Playing,Konami Digital Entertainment,0.17,0.13,0.3,0.05,0.66
3098,Kung Fu Panda,PlayStation 2,2008,Action,Activision,0.24,0,0,0.41,0.65
3102,Radiata Stories,PlayStation 2,2005,Role-Playing,Square Enix,0.18,0.14,0.29,0.05,0.65
3104,Disney's Chicken Little,PlayStation 2,2005,Platform,Disney Interactive Studios,0.32,0.25,0,0.08,0.65
3108,Monster Jam: Maximum Destruction,PlayStation 2,2002,Racing,Ubisoft,0.32,0.25,0,0.08,0.65
3118,Drakengard,PlayStation 2,2003,Role-Playing,Square Enix,0.19,0.15,0.26,0.05,0.65
3119,SingStar Pop Hits,PlayStation 2,2007,Misc,Sony Computer Entertainment,0,0.5,0,0.15,0.65
3121,Champions: Return to Arms,PlayStation 2,2005,Role-Playing,Sony Online Entertainment,0.32,0.25,0,0.08,0.65
3122,Harry Potter and the Goblet of Fire,PlayStation 2,2005,Action,Electronic Arts,0.54,0.02,0,0.09,0.65
3123,SingStar R&B,PlayStation 2,2007,Misc,Sony Computer Entertainment,0,0.05,0,0.6,0.65
3129,Super Robot Taisen Impact,PlayStation 2,2002,Strategy,Banpresto,0,0,0.65,0,0.65
3136,Harry Potter and the Half-Blood Prince,PlayStation 2,2009,Action,Electronic Arts,0.13,0.07,0,0.44,0.64
3139,Spyro: A Hero's Tail,PlayStation 2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64
3142,Crash: Twinsanity,PlayStation 2,2004,Platform,Vivendi Games,0.32,0.25,0,0.08,0.64
3146,GoldenEye: Rogue Agent,PlayStation 2,2004,Shooter,Electronic Arts,0.54,0.02,0,0.09,0.64
3153,X2: Wolverine's Revenge,PlayStation 2,2003,Platform,Activision,0.31,0.24,0,0.08,0.64
3164,Onimusha: Dawn of Dreams,PlayStation 2,2006,Action,Capcom,0.15,0.12,0.34,0.04,0.64
3173,Jampack Volume 13 (RP-T),PlayStation 2,2005,Misc,Sony Computer Entertainment,0.31,0.24,0,0.08,0.64
3182,Lemony Snicket's A Series of Unfortunate Events,PlayStation 2,2004,Platform,Activision,0.31,0.24,0,0.08,0.64
3186,X-Men Legends II: Rise of Apocalypse,PlayStation 2,2005,Role-Playing,Activision,0.53,0.02,0,0.09,0.63
3188,SingStar Queen,PlayStation 2,2009,Misc,Sony Computer Entertainment,0.08,0.12,0,0.44,0.63
3196,Monster Hunter 2,PlayStation 2,N/A,Role-Playing,Capcom,0,0,0.63,0,0.63
3197,NASCAR 06: Total Team Control,PlayStation 2,2005,Racing,Electronic Arts,0.53,0.02,0,0.09,0.63
3211,Mobile Suit Z Gundam: AEUG vs. Titans,PlayStation 2,2003,Fighting,Namco Bandai Games,0,0,0.63,0,0.63
3215,Ape Escape 2,PlayStation 2,2002,Platform,Sony Computer Entertainment,0.12,0.09,0.38,0.03,0.63
3225,Shin Megami Tensei: Persona 3 FES,PlayStation 2,2007,Role-Playing,Tecmo Koei,0.22,0.2,0.16,0.05,0.63
3226,FIFA Soccer 2002,PlayStation 2,2001,Sports,Electronic Arts,0.31,0.24,0,0.08,0.63
3230,Okami,PlayStation 2,2006,Action,Capcom,0.11,0.03,0.15,0.34,0.63
3245,Wild ARMs 3,PlayStation 2,2002,Role-Playing,Ubisoft,0.16,0.13,0.29,0.04,0.62
3255,Tak 2: The Staff of Dreams,PlayStation 2,2004,Platform,THQ,0.3,0.24,0,0.08,0.62
3265,Strike Force Bowling,PlayStation 2,2004,Sports,Play It,0.3,0.24,0,0.08,0.62
3272,XGRA: Extreme G-Racing Association,PlayStation 2,2004,Racing,Eidos Interactive,0.3,0.24,0,0.08,0.62
3287,SingStar Singalong With Disney,PlayStation 2,2008,Misc,Sony Computer Entertainment,0,0.04,0,0.57,0.61
3291,Samurai Warriors 2,PlayStation 2,2006,Action,Tecmo Koei,0.02,0.02,0.57,0.01,0.61
3295,Robotech: Battlecry,PlayStation 2,2002,Shooter,TDK Mediactive,0.3,0.23,0,0.08,0.61
3302,Time Crisis 3,PlayStation 2,2003,Shooter,Namco Bandai Games,0.3,0.23,0,0.08,0.61
3332,Naruto: Ultimate Ninja,PlayStation 2,2003,Fighting,Atari,0.5,0.02,0,0.08,0.61
3339,Shadow The Hedgehog,PlayStation 2,2005,Platform,Sega,0.5,0.02,0,0.08,0.6
3341,Backyard Wrestling: Don't Try This at Home,PlayStation 2,2003,Fighting,Eidos Interactive,0.3,0.23,0,0.08,0.6
3345,NBA 2K8,PlayStation 2,2007,Sports,Take-Two Interactive,0.5,0.02,0,0.08,0.6
3355,Secret Agent Clank,PlayStation 2,2009,Platform,Sony Computer Entertainment,0.13,0.18,0,0.29,0.6
3356,Rayman Arena,PlayStation 2,2001,Racing,Ubisoft,0.29,0.23,0,0.08,0.6
3358,Jaws Unleashed,PlayStation 2,2006,Action,THQ,0.5,0.02,0,0.08,0.6
3360,Half-Life,PlayStation 2,2001,Shooter,Vivendi Games,0.29,0.23,0,0.08,0.6
3365,NASCAR Heat 2002,PlayStation 2,2001,Racing,Infogrames,0.29,0.23,0,0.08,0.6
3379,Major League Baseball 2K7,PlayStation 2,2007,Sports,Spike,0.29,0.23,0,0.08,0.6
3382,Dai-2-Ji Super Robot Taisen α,PlayStation 2,2003,Strategy,Banpresto,0,0,0.6,0,0.6
3385,Hot Wheels: Stunt Track Challenge,PlayStation 2,2004,Racing,THQ,0.29,0.23,0,0.08,0.59
3389,Dai-3-Ji Super Robot Taisen α: Shuuen no Ginga e,PlayStation 2,2005,Strategy,Banpresto,0,0,0.59,0,0.59
3402,Rock Band 2,PlayStation 2,2008,Misc,MTV Games,0.29,0.23,0,0.08,0.59
3407,2002 FIFA World Cup,PlayStation 2,2002,Sports,Electronic Arts,0.21,0.17,0.16,0.06,0.59
3418,Tales of Rebirth,PlayStation 2,2004,Role-Playing,Namco Bandai Games,0,0,0.59,0,0.59
3422,Silent Hill: Shattered Memories,PlayStation 2,2010,Action,Konami Digital Entertainment,0.13,0.22,0.01,0.23,0.59
3428,Mega Man Anniversary Collection,PlayStation 2,2004,Platform,Capcom,0.29,0.22,0,0.08,0.59
3435,Backyard NBA Basketball,PlayStation 2,2003,Sports,Atari,0.29,0.22,0,0.07,0.59
3439,Mega Man X7,PlayStation 2,2003,Action,Capcom,0.22,0.17,0.14,0.06,0.58
3442,SpongeBob SquarePants featuring Nicktoons: Globs of Doom,PlayStation 2,2008,Action,THQ,0.29,0.22,0,0.07,0.58
3450,Romancing SaGa,PlayStation 2,2005,Role-Playing,Square Enix,0.06,0.04,0.47,0.01,0.58
3451,The Lord of the Rings: The Third Age,PlayStation 2,2004,Role-Playing,Electronic Arts,0.49,0.02,0,0.08,0.58
3464,Terminator 3: Rise of the Machines,PlayStation 2,2003,Action,Atari,0.28,0.22,0,0.07,0.58
3470,NASCAR: Dirt to Daytona,PlayStation 2,N/A,Racing,Unknown,0.28,0.22,0,0.07,0.58
3471,Unreal Tournament,PlayStation 2,2000,Shooter,Infogrames,0.28,0.22,0,0.07,0.58
3475,Xenosaga Episode II: Jenseits von Gut und Böse,PlayStation 2,2004,Role-Playing,Sony Computer Entertainment,0.28,0.22,0,0.07,0.58
3481,Contra: Shattered Soldier,PlayStation 2,2002,Shooter,Konami Digital Entertainment,0.28,0.22,0,0.07,0.58
3494,Naruto: Uzumaki Chronicles 2,PlayStation 2,2006,Action,Namco Bandai Games,0.28,0.22,0,0.07,0.58
3495,NHL 06,PlayStation 2,2005,Sports,Electronic Arts,0.48,0.02,0,0.08,0.58
3504,NCAA Football 10,PlayStation 2,2009,Sports,Electronic Arts,0.28,0.22,0,0.07,0.58
3512,Hasbro Family Game Night,PlayStation 2,2008,Puzzle,Electronic Arts,0.28,0.22,0,0.07,0.57
3515,Tales of the Abyss,PlayStation 2,2005,Role-Playing,Namco Bandai Games,0,0,0.57,0,0.57
3523,Ben 10: Alien Force,PlayStation 2,2008,Action,Koch Media,0.22,0.02,0,0.33,0.57
3530,Naruto: Ultimate Ninja 2,PlayStation 2,2004,Fighting,Namco Bandai Games,0.47,0.02,0,0.08,0.57
3540,Dynasty Warriors 5: Xtreme Legends,PlayStation 2,2005,Action,Tecmo Koei,0.11,0.08,0.35,0.03,0.57
3543,Jampack Summer 2002,PlayStation 2,2002,Misc,Sony Computer Entertainment,0.28,0.22,0,0.07,0.57
3544,FIFA World Cup Germany 2006,PlayStation 2,2006,Sports,Electronic Arts,0.47,0.02,0,0.08,0.57
3549,SD Gundam G Generation Neo,PlayStation 2,2002,Strategy,Namco Bandai Games,0,0,0.57,0,0.57
3552,Resident Evil Outbreak File #2,PlayStation 2,2004,Action,Capcom,0.19,0.15,0.17,0.05,0.57
3554,XIII,PlayStation 2,2003,Shooter,Ubisoft,0.28,0.22,0,0.07,0.57
3563,Odin Sphere,PlayStation 2,2007,Role-Playing,Square Enix,0.23,0.18,0.09,0.06,0.56
3567,Arena Football,PlayStation 2,2006,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
3569,NHL Hitz 20-02,PlayStation 2,2001,Sports,Midway Games,0.28,0.22,0,0.07,0.56
3572,NCAA March Madness 07,PlayStation 2,2007,Sports,Electronic Arts,0.28,0.22,0,0.07,0.56
3574,Harry Potter Collection,PlayStation 2,2006,Misc,Electronic Arts,0.28,0.21,0,0.07,0.56
3577,Cabela's Big Game Hunter 2005 Adventures,PlayStation 2,2004,Sports,Activision,0.28,0.21,0,0.07,0.56
3579,Knockout Kings 2001,PlayStation 2,2001,Fighting,Electronic Arts,0.28,0.21,0,0.07,0.56
3582,Petz Dogz 2,PlayStation 2,2007,Simulation,Ubisoft,0.28,0.21,0,0.07,0.56
3585,All-Star Baseball 2002,PlayStation 2,2001,Sports,Acclaim Entertainment,0.27,0.21,0,0.07,0.56
3594,Manhunt 2,PlayStation 2,2007,Action,Take-Two Interactive,0.27,0.21,0,0.07,0.56
3596,Fullmetal Alchemist and the Broken Angel,PlayStation 2,2003,Role-Playing,Square Enix,0.15,0.12,0.26,0.04,0.56
3602,Batman Begins,PlayStation 2,2005,Action,Electronic Arts,0.27,0.21,0,0.07,0.56
3604,Dr. Seuss' The Cat in the Hat,PlayStation 2,2003,Misc,Vivendi Games,0.27,0.21,0,0.07,0.56
3610,ESPN NFL Football,PlayStation 2,2003,Sports,Sega,0.27,0.21,0,0.07,0.56
3620,Soldier of Fortune: Gold Edition,PlayStation 2,2001,Shooter,Codemasters,0.27,0.21,0,0.07,0.56
3624,MX 2002 Featuring Ricky Carmichael,PlayStation 2,2001,Racing,THQ,0.27,0.21,0,0.07,0.56
3634,Soul Reaver 2,PlayStation 2,2001,Action,Eidos Interactive,0.27,0.21,0,0.07,0.55
3635,Metal Gear Solid 3: Subsistence,PlayStation 2,2005,Action,Konami Digital Entertainment,0.34,0.01,0.15,0.06,0.55
3651,Extermination,PlayStation 2,2001,Action,Sony Computer Entertainment,0.21,0.16,0.12,0.05,0.55
3652,Batman: Vengeance,PlayStation 2,2001,Adventure,Ubisoft,0.27,0.21,0,0.07,0.55
3659,Derby Stallion 04,PlayStation 2,2004,Sports,Enterbrain,0,0,0.55,0,0.55
3671,Soccer Tsuku 2002: J-League Pro Soccer Club o Tsukurou!,PlayStation 2,2002,Sports,Sega,0,0,0.55,0,0.55
3682,Jak X: Combat Racing,PlayStation 2,2005,Racing,Sony Computer Entertainment,0.45,0.02,0,0.07,0.55
3685,American Idol,PlayStation 2,2003,Misc,Codemasters,0.27,0.21,0,0.07,0.55
3690,Iron Man,PlayStation 2,2008,Action,Sega,0.36,0,0,0.19,0.54
3691,SingStar Summer Party,PlayStation 2,2008,Misc,Sony Computer Entertainment,0,0.06,0,0.48,0.54
3696,Gekikuukan Pro Yakyuu: At the End of the Century 1999,PlayStation 2,2000,Sports,SquareSoft,0,0,0.54,0,0.54
3703,Crash Tag Team Racing,PlayStation 2,2005,Racing,Vivendi Games,0.27,0.21,0,0.07,0.54
3707,Front Mission 4,PlayStation 2,2003,Strategy,Square Enix,0.14,0.11,0.25,0.04,0.54
3715,SRS: Street Racing Syndicate,PlayStation 2,2004,Racing,Namco Bandai Games,0.26,0.21,0,0.07,0.54
3726,Dragon Quest Characters: Torneko no Daibouken 3: Fushigi no Dungeon,PlayStation 2,2002,Role-Playing,Enix Corporation,0,0,0.54,0,0.54
3743,World Soccer Winning Eleven 7 International (JP version),PlayStation 2,2004,Sports,Konami Digital Entertainment,0,0,0.54,0,0.54
3744,ESPN NBA Basketball,PlayStation 2,2003,Sports,Sega,0.26,0.21,0,0.07,0.54
3746,Over the Hedge,PlayStation 2,2006,Platform,Activision,0.45,0.02,0,0.07,0.54
3752,The Hobbit,PlayStation 2,2003,Platform,Vivendi Games,0.26,0.2,0,0.07,0.54
3753,War of the Monsters,PlayStation 2,2003,Fighting,Sony Computer Entertainment,0.26,0.2,0,0.07,0.54
3756,The Incredible Hulk: Ultimate Destruction,PlayStation 2,2005,Action,Vivendi Games,0.26,0.2,0,0.07,0.54
3760,Time Crisis II,PlayStation 2,2001,Shooter,Namco Bandai Games,0.26,0.2,0,0.07,0.53
3762,NCAA March Madness 06,PlayStation 2,2005,Sports,Electronic Arts,0.45,0.02,0,0.07,0.53
3764,Jampack Volume 11,PlayStation 2,2004,Misc,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
3767,Legacy of Kain: Defiance,PlayStation 2,2003,Action,Eidos Interactive,0.26,0.2,0,0.07,0.53
3769,NCAA March Madness 2005,PlayStation 2,2004,Sports,Electronic Arts,0.44,0.02,0,0.07,0.53
3771,Conflict: Vietnam,PlayStation 2,2004,Shooter,SCi,0.26,0.2,0,0.07,0.53
3775,MLB SlugFest 20-04,PlayStation 2,2003,Sports,Midway Games,0.26,0.2,0,0.07,0.53
3777,NASCAR 09,PlayStation 2,2008,Racing,Electronic Arts,0.26,0.2,0,0.07,0.53
3792,Ty the Tasmanian Tiger 2: Bush Rescue,PlayStation 2,2004,Platform,Electronic Arts,0.26,0.2,0,0.07,0.53
3794,NBA 06,PlayStation 2,2005,Sports,Sony Computer Entertainment,0.26,0.2,0,0.07,0.53
3809,Oni,PlayStation 2,2001,Action,Take-Two Interactive,0.26,0.2,0,0.07,0.53
3811,Juiced,PlayStation 2,2005,Racing,THQ,0.26,0.2,0,0.07,0.53
3812,The Warriors,PlayStation 2,2005,Action,Take-Two Interactive,0.44,0.02,0,0.07,0.53
3823,Return to Castle Wolfenstein: Operation Resurrection,PlayStation 2,2003,Shooter,Activision,0.26,0.2,0,0.07,0.53
3829,Tales of Destiny,PlayStation 2,2006,Role-Playing,Namco Bandai Games,0,0,0.52,0,0.52
3834,The Golden Compass,PlayStation 2,2007,Action,Sega,0.13,0,0,0.39,0.52
3839,Metal Gear Solid 2: Substance,PlayStation 2,2002,Action,Konami Digital Entertainment,0.18,0.14,0.16,0.05,0.52
3840,We Love Katamari,PlayStation 2,2005,Puzzle,Electronic Arts,0.26,0.2,0,0.07,0.52
3856,Swing Away Golf,PlayStation 2,2000,Sports,Electronic Arts,0.17,0.13,0.18,0.04,0.52
3857,J-League Pro Soccer Club o Tsukurou! 3,PlayStation 2,2003,Sports,Sega,0,0,0.52,0,0.52
3858,Tomb Raider: Legend,PlayStation 2,2006,Action,Eidos Interactive,0.25,0.19,0.02,0.06,0.52
3860,Freedom Fighters,PlayStation 2,2003,Shooter,Electronic Arts,0.25,0.2,0,0.07,0.52
3865,The Punisher,PlayStation 2,2005,Action,THQ,0.25,0.2,0,0.07,0.52
3868,SSX On Tour,PlayStation 2,2005,Sports,Electronic Arts,0.25,0.2,0,0.07,0.52
3877,Jampack Winter 2002,PlayStation 2,2002,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.52
3879,Way of the Samurai,PlayStation 2,2002,Action,Eidos Interactive,0.13,0.1,0.25,0.03,0.51
3883,Pac-Man Fever,PlayStation 2,2001,Misc,Sony Computer Entertainment,0.25,0.2,0,0.07,0.51
3889,HSX HyperSonic.Xtreme,PlayStation 2,2002,Racing,Midas Interactive Entertainment,0.25,0.2,0,0.07,0.51
3899,Jikkyou Powerful Pro Yakyuu 10,PlayStation 2,2003,Sports,Konami Digital Entertainment,0,0,0.51,0,0.51
3900,Summoner,PlayStation 2,2000,Role-Playing,THQ,0.25,0.2,0,0.07,0.51
3920,Ace Combat Zero: The Belkan War,PlayStation 2,2006,Simulation,Namco Bandai Games,0.15,0.12,0.2,0.04,0.51
3927,NHL 07,PlayStation 2,2006,Sports,Electronic Arts,0.42,0.02,0,0.07,0.51
3932,The BIGS,PlayStation 2,2007,Sports,Take-Two Interactive,0.25,0.19,0,0.06,0.51
3941,Silent Hill 4: The Room,PlayStation 2,2004,Action,Konami Digital Entertainment,0.25,0.19,0,0.06,0.51
3943,Capcom Classics Collection,PlayStation 2,2005,Misc,Capcom,0.22,0.17,0.05,0.06,0.51
3946,Monopoly Party,PlayStation 2,2002,Misc,Infogrames,0.25,0.19,0,0.06,0.51
3952,Sonic Riders,PlayStation 2,2006,Racing,Sega,0.42,0.02,0,0.07,0.5
3953,Looney Tunes: Back in Action,PlayStation 2,2003,Platform,Warner Bros. Interactive Entertainment,0.25,0.19,0,0.06,0.5
3965,The Mummy Returns,PlayStation 2,2001,Action,Universal Interactive,0.25,0.19,0,0.06,0.5
3966,Hitman: Blood Money,PlayStation 2,2006,Action,Eidos Interactive,0.25,0.19,0,0.06,0.5
3967,Disney Sing It,PlayStation 2,2008,Misc,Disney Interactive Studios,0.25,0.19,0,0.06,0.5
3969,Activision Anthology,PlayStation 2,2002,Misc,Activision,0.25,0.19,0,0.06,0.5
3970,Crash: Mind Over Mutant,PlayStation 2,2008,Platform,Vivendi Games,0.25,0.19,0,0.06,0.5
3980,Star Wars: Jedi Starfighter,PlayStation 2,2002,Simulation,Activision,0.24,0.19,0,0.06,0.5
3983,Super Robot Taisen MX,PlayStation 2,2004,Strategy,Banpresto,0,0,0.5,0,0.5
3991,Star Wars: Clone Wars,PlayStation 2,2002,Shooter,LucasArts,0.24,0.19,0,0.06,0.5
3993,The Adventures of Jimmy Neutron Boy Genius: Attack of the Twonkies,PlayStation 2,2004,Action,THQ,0.24,0.19,0,0.06,0.5
3995,Madden NFL 11,PlayStation 2,2010,Sports,Electronic Arts,0.41,0.02,0,0.07,0.5
3999,Monster Hunter,PlayStation 2,2004,Role-Playing,Capcom,0.11,0.08,0.28,0.03,0.5
4003,SplashDown: Rides Gone Wild,PlayStation 2,2003,Racing,THQ,0.24,0.19,0,0.06,0.5
4006,Shrek SuperSlam,PlayStation 2,2005,Action,Activision,0.24,0.19,0,0.06,0.5
4008,Super Robot Taisen Z,PlayStation 2,2008,Strategy,Namco Bandai Games,0,0,0.5,0,0.5
4010,Tomb Raider: Anniversary,PlayStation 2,2007,Action,Eidos Interactive,0.41,0.02,0,0.07,0.5
4011,Fantastic 4,PlayStation 2,2005,Action,Activision,0.41,0.01,0,0.07,0.5
4013,Men in Black II: Alien Escape,PlayStation 2,2002,Shooter,Infogrames,0.24,0.19,0,0.06,0.5
4016,Nicktoons: Attack of the Toybots,PlayStation 2,2007,Platform,THQ,0.24,0.19,0,0.06,0.5
4030,The Matrix: Path of Neo,PlayStation 2,2005,Action,Atari,0.41,0.01,0,0.07,0.49
4040,Grandia III,PlayStation 2,2005,Role-Playing,Square Enix,0.12,0.1,0.24,0.03,0.49
4042,Mobile Suit Gundam Seed Destiny: Rengou vs. Z.A.F.T. II Plus,PlayStation 2,2006,Shooter,Namco Bandai Games,0,0,0.49,0,0.49
4054,Backyard Baseball,PlayStation 2,2004,Sports,Atari,0.24,0.19,0,0.06,0.49
4055,WipEout Pulse,PlayStation 2,2009,Racing,Sony Computer Entertainment,0,0.15,0,0.33,0.49
4056,Barbie Horse Adventures: Wild Horse Rescue,PlayStation 2,2003,Sports,Universal Interactive,0.24,0.19,0,0.06,0.49
4059,Taiko no Tatsujin: Appare Sandaime,PlayStation 2,2003,Misc,Namco Bandai Games,0,0,0.49,0,0.49
4062,"Transformers: Revenge of the Fallen (XBox 360, PS3, & PC Versions)",PlayStation 2,2009,Shooter,Activision,0.25,0.01,0,0.22,0.49
4066,Spy Hunter 2,PlayStation 2,2003,Racing,Midway Games,0.24,0.19,0,0.06,0.49
4073,Momotarou Dentetsu X: Kyuushuu-hen mo Arubai,PlayStation 2,2001,Misc,Hudson Soft,0,0,0.49,0,0.49
4075,Tales of Legendia,PlayStation 2,2005,Role-Playing,Namco Bandai Games,0.07,0.05,0.35,0.02,0.49
4087,Shrek the Third,PlayStation 2,2007,Action,Activision,0.4,0.02,0,0.07,0.48
4103,Jeopardy!,PlayStation 2,2003,Misc,Atari,0.24,0.18,0,0.06,0.48
4104,Destroy All Humans! 2,PlayStation 2,2006,Action,THQ,0.4,0.02,0,0.07,0.48
4114,Secret Weapons Over Normandy,PlayStation 2,2003,Simulation,LucasArts,0.24,0.18,0,0.06,0.48
4118,NCAA Football 09,PlayStation 2,2008,Sports,Electronic Arts,0.4,0.02,0,0.07,0.48
4119,Bratz: The Movie,PlayStation 2,2007,Simulation,THQ,0.24,0.18,0,0.06,0.48
4125,Theme Park Roller Coaster,PlayStation 2,2000,Strategy,Electronic Arts,0.23,0.18,0,0.06,0.48
4140,Up,PlayStation 2,2009,Action,THQ,0.19,0.05,0,0.24,0.48
4144,World of Outlaws: Sprint Cars 2002,PlayStation 2,2002,Racing,Ignition Entertainment,0.23,0.18,0,0.06,0.48
4148,Fantavision,PlayStation 2,2000,Puzzle,Sony Computer Entertainment,0.14,0.11,0.19,0.04,0.47
4156,X-Men: Next Dimension,PlayStation 2,2002,Fighting,Activision,0.23,0.18,0,0.06,0.47
4158,The Godfather (JP sales),PlayStation 2,2006,Action,Electronic Arts,0.39,0.02,0,0.06,0.47
4168,ICO,PlayStation 2,2001,Action,Sony Computer Entertainment,0.23,0.18,0,0.06,0.47
4173,Victorious Boxers: Ippo's Road to Glory,PlayStation 2,2000,Fighting,Empire Interactive,0.05,0.04,0.38,0.01,0.47
4177,Valkyrie Profile 2: Silmeria,PlayStation 2,2006,Role-Playing,Square Enix,0.04,0.03,0.39,0.01,0.47
4178,Hot Wheels Velocity X,PlayStation 2,2002,Racing,THQ,0.23,0.18,0,0.06,0.47
4187,L.A. Rush,PlayStation 2,2005,Racing,Midway Games,0.23,0.18,0,0.06,0.47
4199,NBA Ballers: Phenom,PlayStation 2,2006,Sports,Midway Games,0.23,0.18,0,0.06,0.47
